time;open;high;low;close
"2026-03-02 05:00:00";65734.0812948385;74051.8082070944;65303.1357932196;65969.7808015529
"2026-03-09 05:00:00";65969.5834912067;73927.3249086237;65858.0111034878;72789.9172674119
"2026-03-16 05:00:00";72798.1698747055;75988.4005176101;67372.8737891374;67845.2139798662
"2026-03-23 05:00:00";67842.9965276703;71985.7443400234;64971.706029593;65954.9192574161
"2026-03-30 05:00:00";65958.3495258423;69230.3563256967;65725.2568497465;68981.9007921881
"2026-04-06 05:00:00";68982.913469167;73784.232471385;67740.509420096;70753.4083340869
"2026-04-13 05:00:00";70757.6192235042;78320.6779221093;70588.5228261962;73856.3547881724
"2026-04-20 05:00:00";73854.2464044025;79468.0022571901;73775.570201968;78657.5394229309
"2026-04-27 05:00:00";78661.0146171057;79488.1719641042;74958.5697831686;78538.2233852504
"2026-05-04 05:00:00";78540.2903592991;82792.2106473945;78217.9607239472;82138.9313945505
"2026-05-11 05:00:00";82139.0437718544;82326.2327937984;76783.4105513202;77429.3551985341
"2026-05-18 05:00:00";77426.3420503537;78100.5592837523;74255.2326017902;76981.127265297
"2026-05-25 05:00:00";76981.125907291;77990.8665675969;72435.6234578528;73579.6878524867
"2026-06-01 05:00:00";73580.2078337441;73969.5691731288;59108.9172968762;63239.519600145
"2026-06-08 05:00:00";63304.092418233;64185.1778773603;62389.006607421;63284.69708258339
